事業所名称,事業所郵便番号,事業所所在地
パン工房ラビット,573-1164,大阪府枚方市須山町６０番１２号　 
クオリアステラ,573-0022,大阪府枚方市宮之阪一丁目２２番１０号　２Ｆ
スマイルジョブくずは,573-1106,大阪府枚方市町楠葉一丁目３番９号　ＳＧビル３階
夢桜ホーム,573-0128,大阪府枚方市津田山手二丁目１８番１号　 
えーねん,573-0007,大阪府枚方市堂山２丁目２４番１９号　 
リベラルワークス,573-0094,大阪府枚方市南中振一丁目１番２８号　 
ウイールズ,573-1168,大阪府枚方市甲斐田東町２８番５号　 
すずらんアニメーションスタジオ枚方,573-0032,大阪府枚方市岡東町１８番１５号　キューブ枚方駅前４階－Ｂ
ＬＩＡ未来学園枚方校,573-1127,大阪府枚方市上島町２番５号　ＧＡＬＡ枚方ビル３階
就労継続支援Ｂ型事業所あい・ふぁーむ,573-0118,大阪府枚方市杉山手三丁目２８番７０号　 
就労継続支援Ｂ型いちごや,573-1167,大阪府枚方市甲斐田町５番２５号　ウエストヒルズ１０２号
障がい福祉サービス事業所パラグリーン,573-0103,大阪府枚方市長尾荒阪一丁目２８６５番地の７　 
晴れる家工房,573-1142,大阪府枚方市牧野下島町１番１３号　マルエス牧野駅前グランドビル１０３号室
アイナベル,573-0094,大阪府枚方市南中振２丁目８０番９号　 
ＣＯＮＮＥＣＴＷｏｒｋ枚方,573-0032,大阪府枚方市岡東町１２番１号　ひらかたサンプラザ１号館４０４Ａ号室
障がい福祉サービス事業所さんさんグリーン,573-0152,大阪府枚方市藤阪中町３番２０号　 
就労継続支援Ｂ型ペアペア,573-1195,大阪府枚方市中宮東之町１７番８号　 
ＯＮＥＧＡＭＥ枚方ビオルネ,573-0031,大阪府枚方市岡本町７番１号４階　 
かのん梅田,530-0001,大阪府大阪市北区梅田一丁目２番２　大阪駅前第２ビル４階４－１－１号
Ｄｏｎｔｏｍワークス梅田店,530-0001,大阪府大阪市北区梅田一丁目３番１－６００　 
ワンダーフレンズ梅田,530-0001,大阪府大阪市北区梅田一丁目２番２号　大阪駅前第２ビル１２階
まなびの里,530-0014,大阪府大阪市北区鶴野町４番　コープ野村梅田Ａ棟１０１７
まなびの里鶴野町２,530-0014,大阪府大阪市北区鶴野町４番地　コープ野村梅田Ａ棟１２０６号
ＯＨＡＮＡ　中崎町,530-0015,大阪府大阪市北区中崎西一丁目１１番１７号　 
なんばなかよし作業所,530-0035,大阪府大阪市北区同心一丁目５番２７号　大阪市立北区総合福祉センター４階
Y－community space プリティ・ハート,530-0036,大阪府大阪市北区与力町6番27号　
ＰＯＰＯアニメーションスタジオ,530-0037,大阪府大阪市北区松ケ枝町１番３９号　 
就労支援事業所ｈａｌｕ,530-0041,大阪府大阪市北区天神橋一丁目１２番２２号　ＣＡＢＩＮ天神橋ビル２Ｆ
いろいろらぼ,530-0041,大阪府大阪市北区天神橋三丁目８番１４号　フェスタ天神３０１・３０２号室
もみの木,530-0041,大阪府大阪市北区天神橋四丁目８番８号　３Ｆ
ｌｅｎｉｓ,530-0044,大阪府大阪市北区東天満一丁目１０番１２号　エル・エスト不動産天満ビル５階
ひととてワークス東天満,530-0044,大阪府大阪市北区東天満一丁目２番１４号　
自立支援カレッジチャレンズ,530-0046,大阪府大阪市北区菅原町１１番１０－３０２号　 
就労継続支援Ｂ型もくもく,530-0046,大阪府大阪市北区菅原町１０番３２号　ＤＡＩＸ西天満　６階
就労継続支援　ＡＢＰｏｓｓｉｂｌｅ　西天満,530-0047,大阪府大阪市北区西天満二丁目９番３号　西天満ロイヤービル３Ｂ号室
結び事業所,530-0047,大阪府大阪市北区西天満六丁目４番１３号　グラン・ビルド荒木４階
ＡｓＦｉｎｅアジャスト南森町オフィス,530-0047,大阪府大阪市北区西天満五丁目２番１８号　三共ビル東館３階
プラスアルファⅡ,530-0047,大阪府大阪市北区西天満三丁目１番２５号　老松コープ１００３・１００４号室
シーク南森町,530-0047,大阪府大阪市北区西天満三丁目４番２８号　トータス西天満１階
サブカルビジネスセンター大阪,530-0047,大阪府大阪市北区西天満三丁目１２番２号　ユニ老松ビル４０１
ＯＮＥ　南森町,530-0052,大阪府大阪市北区南扇町１番３号　ミルフェスト北堀川２階
ＳＡＫＵＲＡ　ＷＯＲＫＳ,530-0052,大阪府大阪市北区南扇町１番１８号　第五伊東ビル南扇町６階
Ｌｉｖｅｒｙ　Ｓｐａｃｅ　和の糸,530-0052,大阪府大阪市北区南扇町２番１号　ＡＸＩＳ南扇町オーパスビル２階
ｎａｎａｉｒｏ,530-0052,大阪府大阪市北区南扇町１番３号５階　 
就労継続支援　ＡＢＰｏｓｓｉｂｌｅ,530-0055,大阪府大阪市北区野崎町６番８ー５０１号　 
プラスアルファ,530-0056,大阪府大阪市北区兎我野町３番８号　寿楽ビル２０１／２０２／２０３／２０５
就労支援センター・ホープ・エッグ,531-0041,大阪府大阪市北区天神橋七丁目１３番１４号　 
ＡＣＣＥＰＴ　ＣＯＦＦＥＥ,531-0041,大阪府大阪市北区天神橋七丁目１０番５号　ジェイワン天七ビル１階
ワークスペース　フォローアップ,531-0061,大阪府大阪市北区長柄西一丁目４番９号　ユニマックビル６Ｆ
就労支援トモワークながら,531-0063,大阪府大阪市北区長柄東二丁目８番３６号　淀川リバーサイド・ビーネ南館２階
中津サテライトオフィス,531-0071,大阪府大阪市北区中津一丁目４番１０号　
ワークセンター中津,531-0071,大阪府大阪市北区中津一丁目４番１０号　 
青空,531-0071,大阪府大阪市北区中津三丁目３番１７号　平成ビル１階
やすらぎのＫＡＫＵＲＡ,531-0071,大阪府大阪市北区中津一丁目１８番８号　ＮＰビル４Ｆ
Ｃｏｌｏｒｓ,531-0071,大阪府大阪市北区中津二丁目４番２７号　サンハイム中津１０８号室
ＳＡＯＲＩ豊崎長屋,531-0072,大阪府大阪市北区豊崎一丁目7番2号　
ディア・ウリエル,531-0073,大阪府大阪市北区本庄西一丁目３番１６号　 
ＲＥＵＳＥ　夢空工房,531-0073,大阪府大阪市北区本庄西三丁目６番２３号　由本マンション１階
エクレ中崎,531-0073,大阪府大阪市北区本庄西二丁目１７番５号　 
オフィス　アールアンドエー,531-0074,大阪府大阪市北区本庄東二丁目１番２１号　キャピタルライフ２０２号室
Ｍａｈｉｎａ,531-0074,大阪府大阪市北区本庄東二丁目２番３０号　ＷＩＳＨ大阪ビル８Ｆ　Ｂ号室
Ｓｈａｋｅ　Ｈａｎｄｓ・大阪,531-0074,大阪府大阪市北区本庄東二丁目１番４号　三友プロトビル４０１号室
ＡＫＡＬＡ,531-0075,大阪府大阪市北区大淀南一丁目３番１４号　中島ビル２Ｆ
カムラック大阪,534-0002,大阪府大阪市都島区大東町一丁目１０番９号　大月アネックスビル２Ｆ
就労継続支援Ｂ型事業所　ＳＭＩＬＥ－ＵＰ．,534-0011,大阪府大阪市都島区高倉町二丁目１番４号４Ｆ　 
ぷれしゃす,534-0013,大阪府大阪市都島区内代町三丁目１０番７号　ラウンドⅡ内代１階店舗
とどまつ園,534-0014,大阪府大阪市都島区都島北通二丁目１２番２５号　
大阪障害者就労実務指導センター,534-0014,大阪府大阪市都島区都島北通二丁目１１番１号　 
福らく,534-0014,大阪府大阪市都島区都島北通二丁目１２番２３号　コート都島１Ｆ
ワークアンドスマイル都島,534-0016,大阪府大阪市都島区友渕町三丁目４番２２号　高倉第３コーポ２１１号
ワークアンドスマイル都島Ⅱ,534-0016,大阪府大阪市都島区友渕町三丁目３番１９号１０８号　
障害者ドットコム編集室,534-0021,大阪府大阪市都島区都島本通一丁目１４番１６号　１階２号フロア
ワークセンターＪＩＮ,534-0021,大阪府大阪市都島区都島本通三丁目１６番３号　１階、２階
ワークセンターＲＥＮ,534-0021,大阪府大阪市都島区都島本通三丁目１６番５号　鳥山ビル２Ｆ
手琴堂,534-0023,大阪府大阪市都島区都島南通一丁目９番２１号　
友ファミリー,534-0024,大阪府大阪市都島区東野田町二丁目８番７号　サオコマビル４階
ゆめケアＥＮＩＳＩＡ,534-0024,大阪府大阪市都島区東野田町一丁目２１番７－８０１号　 
チャレンズワーク,534-0024,大阪府大阪市都島区東野田町四丁目９番１９－４０１号　 
ディスエイブルド就労支援センター,534-0024,大阪府大阪市都島区東野田町一丁目２０番５号４階　 
かるみあ事業所,534-0025,大阪府大阪市都島区片町一丁目８番１８号　ＫＳ片町ビル３０２
オノマトペ,534-0027,大阪府大阪市都島区中野町三丁目６番１８号１０２　 
桜の宮事業所,534-0027,大阪府大阪市都島区中野町一丁目６番４号　 
ＳＡＯＲＩ　ｈａｎｄｓ,534-0027,大阪府大阪市都島区中野町五丁目１３番４号　 
近畿福祉会　大阪海老江事業所,553-0001,大阪府大阪市福島区海老江六丁目１１番５号　 
ワークはづき,553-0003,大阪府大阪市福島区福島四丁目２番５１号　
カラフル大阪,553-0003,大阪府大阪市福島区福島七丁目１７番９号　 
桜ほのぼの苑　玉川事業所,553-0004,大阪府大阪市福島区玉川一丁目８番１０号　ＵＧビル１Ｆ
ケーラベーカリー野田,553-0006,大阪府大阪市福島区吉野三丁目１番　オーケー１２番街第１２区１号
ＪＯＹ,553-0006,大阪府大阪市福島区吉野四丁目２５番５号　 
ナレルワークス,553-0006,大阪府大阪市福島区吉野三丁目２２番１７－２０１号　 
就労継続支援Ｂ型　あん,553-0007,大阪府大阪市福島区大開一丁目１３番３号　 
コアの仲間たち,554-0013,大阪府大阪市此花区梅香三丁目１１番４号１Ｆ　 
はばたく,554-0014,大阪府大阪市此花区四貫島二丁目２６番１３号　
大阪市立此花作業指導所,554-0014,大阪府大阪市此花区四貫島二丁目２６番１７号　
チャコールワークス,554-0021,大阪府大阪市此花区春日出北二丁目７番１８号　１階
就労継続支援Ｂ型事業所ケーズ,540-0003,大阪府大阪市中央区森ノ宮中央一丁目１１番１８号　ＲＫビル１階
えるえる,540-0006,大阪府大阪市中央区法円坂一丁目１番３５号　大阪市教育会館５階
ひこうせん,540-0006,大阪府大阪市中央区法円坂一丁目１番３８号　大阪市教育会館３階
なかの屋　大手前,540-0008,大阪府大阪市中央区大手前一丁目７番３１号　ＯＭＭビル１９Ａ
就労継続支援Ｂ型事業所　スタートライン,540-0011,大阪府大阪市中央区農人橋二丁目１番６号　ＧＡＲＮＥＴ．ＢＬＤＧ　ＯＳＡＫＡ４階
みやび,540-0011,大阪府大阪市中央区農人橋一丁目４番３１号　ＡＸＩＳ谷町ビル　４Ａ号室
ｍａｎａｂｙ　ＣＲＥＡＴＯＲＳ　大阪天満橋,540-0012,大阪府大阪市中央区谷町一丁目３番５号　アンフィニィ天満橋４０１・４０２号室
にじいろ　おおさか,540-0012,大阪府大阪市中央区谷町二丁目７番６号　みのるビル５階
ユニバーサル・ラボ,540-0012,大阪府大阪市中央区谷町二丁目２番２２号　ＮＳビル４階
ハートキャリー,540-0019,大阪府大阪市中央区和泉町一丁目１番１４号　ワイエムピー谷町ビル８０５号
しゅんびそう,540-0021,大阪府大阪市中央区大手通三丁目３番６号　本町橋ビル６階
